id;UF;Nome_UF;Município;Código Município Completo;Nome_Município
4270;41;Paraná;25902;4125902;São Pedro do Paraná
4271;41;Paraná;26009;4126009;São Sebastião da Amoreira
4272;41;Paraná;26108;4126108;São Tomé
4273;41;Paraná;26207;4126207;Sapopema
4274;41;Paraná;26256;4126256;Sarandi
4275;41;Paraná;26272;4126272;Saudade do Iguaçu
4276;41;Paraná;26306;4126306;Sengés
4277;41;Paraná;26355;4126355;Serranópolis do Iguaçu
4278;41;Paraná;26405;4126405;Sertaneja
4279;41;Paraná;26504;4126504;Sertanópolis
4280;41;Paraná;26603;4126603;Siqueira Campos
4281;41;Paraná;26652;4126652;Sulina
4282;41;Paraná;26678;4126678;Tamarana
4283;41;Paraná;26702;4126702;Tamboara
4284;41;Paraná;26801;4126801;Tapejara
4285;41;Paraná;26900;4126900;Tapira
4286;41;Paraná;27007;4127007;Teixeira Soares
4287;41;Paraná;27106;4127106;Telêmaco Borba
4288;41;Paraná;27205;4127205;Terra Boa
4289;41;Paraná;27304;4127304;Terra Rica
4290;41;Paraná;27403;4127403;Terra Roxa
4291;41;Paraná;27502;4127502;Tibagi
4292;41;Paraná;27601;4127601;Tijucas do Sul
4293;41;Paraná;27700;4127700;Toledo
4294;41;Paraná;27809;4127809;Tomazina
4295;41;Paraná;27858;4127858;Três Barras do Paraná
4296;41;Paraná;27882;4127882;Tunas do Paraná
4297;41;Paraná;27908;4127908;Tuneiras do Oeste
4298;41;Paraná;27957;4127957;Tupãssi
4299;41;Paraná;27965;4127965;Turvo
4300;41;Paraná;28005;4128005;Ubiratã
4301;41;Paraná;28104;4128104;Umuarama
4302;41;Paraná;28203;4128203;União da Vitória
4303;41;Paraná;28302;4128302;Uniflor
4304;41;Paraná;28401;4128401;Uraí
4305;41;Paraná;28534;4128534;Ventania
4306;41;Paraná;28559;4128559;Vera Cruz do Oeste
4307;41;Paraná;28609;4128609;Verê
4308;41;Paraná;28658;4128658;Virmond
4309;41;Paraná;28708;4128708;Vitorino
4310;41;Paraná;28500;4128500;Wenceslau Braz
4311;41;Paraná;28807;4128807;Xambrê
4312;42;Santa Catarina;51;4200051;Abdon Batista
4313;42;Santa Catarina;101;4200101;Abelardo Luz
4314;42;Santa Catarina;200;4200200;Agrolândia
4315;42;Santa Catarina;309;4200309;Agronômica
4316;42;Santa Catarina;408;4200408;Água Doce
4317;42;Santa Catarina;507;4200507;Águas de Chapecó
4318;42;Santa Catarina;556;4200556;Águas Frias
4319;42;Santa Catarina;606;4200606;Águas Mornas
4320;42;Santa Catarina;705;4200705;Alfredo Wagner
4321;42;Santa Catarina;754;4200754;Alto Bela Vista
4322;42;Santa Catarina;804;4200804;Anchieta
4323;42;Santa Catarina;903;4200903;Angelina
4324;42;Santa Catarina;1000;4201000;Anita Garibaldi
4325;42;Santa Catarina;1109;4201109;Anitápolis
4326;42;Santa Catarina;1208;4201208;Antônio Carlos
4327;42;Santa Catarina;1257;4201257;Apiúna
4328;42;Santa Catarina;1273;4201273;Arabutã
4329;42;Santa Catarina;1307;4201307;Araquari
4330;42;Santa Catarina;1406;4201406;Araranguá
4331;42;Santa Catarina;1505;4201505;Armazém
4332;42;Santa Catarina;1604;4201604;Arroio Trinta
4333;42;Santa Catarina;1653;4201653;Arvoredo
4334;42;Santa Catarina;1703;4201703;Ascurra
4335;42;Santa Catarina;1802;4201802;Atalanta
4336;42;Santa Catarina;1901;4201901;Aurora
4337;42;Santa Catarina;1950;4201950;Balneário Arroio do Silva
4338;42;Santa Catarina;2057;4202057;Balneário Barra do Sul
4339;42;Santa Catarina;2008;4202008;Balneário Camboriú
4340;42;Santa Catarina;2073;4202073;Balneário Gaivota
4341;42;Santa Catarina;12809;4212809;Balneário Piçarras
4342;42;Santa Catarina;20000;4220000;Balneário Rincão
4343;42;Santa Catarina;2081;4202081;Bandeirante
4344;42;Santa Catarina;2099;4202099;Barra Bonita
4345;42;Santa Catarina;2107;4202107;Barra Velha
4346;42;Santa Catarina;2131;4202131;Bela Vista do Toldo
4347;42;Santa Catarina;2156;4202156;Belmonte
4348;42;Santa Catarina;2206;4202206;Benedito Novo
4349;42;Santa Catarina;2305;4202305;Biguaçu
4350;42;Santa Catarina;2404;4202404;Blumenau
4351;42;Santa Catarina;2438;4202438;Bocaina do Sul
4352;42;Santa Catarina;2503;4202503;Bom Jardim da Serra
4353;42;Santa Catarina;2537;4202537;Bom Jesus
4354;42;Santa Catarina;2578;4202578;Bom Jesus do Oeste
4355;42;Santa Catarina;2602;4202602;Bom Retiro
4356;42;Santa Catarina;2453;4202453;Bombinhas
4357;42;Santa Catarina;2701;4202701;Botuverá
4358;42;Santa Catarina;2800;4202800;Braço do Norte
4359;42;Santa Catarina;2859;4202859;Braço do Trombudo
4360;42;Santa Catarina;2875;4202875;Brunópolis
4361;42;Santa Catarina;2909;4202909;Brusque
4362;42;Santa Catarina;3006;4203006;Caçador
4363;42;Santa Catarina;3105;4203105;Caibi
4364;42;Santa Catarina;3154;4203154;Calmon
4365;42;Santa Catarina;3204;4203204;Camboriú
4366;42;Santa Catarina;3303;4203303;Campo Alegre
4367;42;Santa Catarina;3402;4203402;Campo Belo do Sul
4368;42;Santa Catarina;3501;4203501;Campo Erê
4369;42;Santa Catarina;3600;4203600;Campos Novos
4370;42;Santa Catarina;3709;4203709;Canelinha
4371;42;Santa Catarina;3808;4203808;Canoinhas
4372;42;Santa Catarina;3253;4203253;Capão Alto
4373;42;Santa Catarina;3907;4203907;Capinzal
4374;42;Santa Catarina;3956;4203956;Capivari de Baixo
4375;42;Santa Catarina;4004;4204004;Catanduvas
4376;42;Santa Catarina;4103;4204103;Caxambu do Sul
4377;42;Santa Catarina;4152;4204152;Celso Ramos
4378;42;Santa Catarina;4178;4204178;Cerro Negro
4379;42;Santa Catarina;4194;4204194;Chapadão do Lageado
4380;42;Santa Catarina;4202;4204202;Chapecó
4381;42;Santa Catarina;4251;4204251;Cocal do Sul
4382;42;Santa Catarina;4301;4204301;Concórdia
4383;42;Santa Catarina;4350;4204350;Cordilheira Alta
4384;42;Santa Catarina;4400;4204400;Coronel Freitas
4385;42;Santa Catarina;4459;4204459;Coronel Martins
4386;42;Santa Catarina;4558;4204558;Correia Pinto
4387;42;Santa Catarina;4509;4204509;Corupá
4388;42;Santa Catarina;4608;4204608;Criciúma
4389;42;Santa Catarina;4707;4204707;Cunha Porã
4390;42;Santa Catarina;4756;4204756;Cunhataí
4391;42;Santa Catarina;4806;4204806;Curitibanos
4392;42;Santa Catarina;4905;4204905;Descanso
4393;42;Santa Catarina;5001;4205001;Dionísio Cerqueira
4394;42;Santa Catarina;5100;4205100;Dona Emma
4395;42;Santa Catarina;5159;4205159;Doutor Pedrinho
4396;42;Santa Catarina;5175;4205175;Entre Rios
4397;42;Santa Catarina;5191;4205191;Ermo
4398;42;Santa Catarina;5209;4205209;Erval Velho
4399;42;Santa Catarina;5308;4205308;Faxinal dos Guedes
4400;42;Santa Catarina;5357;4205357;Flor do Sertão
4401;42;Santa Catarina;5407;4205407;Florianópolis
4402;42;Santa Catarina;5431;4205431;Formosa do Sul
4403;42;Santa Catarina;5456;4205456;Forquilhinha
4404;42;Santa Catarina;5506;4205506;Fraiburgo
4405;42;Santa Catarina;5555;4205555;Frei Rogério
4406;42;Santa Catarina;5605;4205605;Galvão
4407;42;Santa Catarina;5704;4205704;Garopaba
4408;42;Santa Catarina;5803;4205803;Garuva
4409;42;Santa Catarina;5902;4205902;Gaspar
4410;42;Santa Catarina;6009;4206009;Governador Celso Ramos
4411;42;Santa Catarina;6108;4206108;Grão-Pará
4412;42;Santa Catarina;6207;4206207;Gravatal
4413;42;Santa Catarina;6306;4206306;Guabiruba
4414;42;Santa Catarina;6405;4206405;Guaraciaba
4415;42;Santa Catarina;6504;4206504;Guaramirim
4416;42;Santa Catarina;6603;4206603;Guarujá do Sul
4417;42;Santa Catarina;6652;4206652;Guatambú
4418;42;Santa Catarina;6702;4206702;Herval d'Oeste
4419;42;Santa Catarina;6751;4206751;Ibiam
4420;42;Santa Catarina;6801;4206801;Ibicaré
4421;42;Santa Catarina;6900;4206900;Ibirama
4422;42;Santa Catarina;7007;4207007;Içara
4423;42;Santa Catarina;7106;4207106;Ilhota
4424;42;Santa Catarina;7205;4207205;Imaruí
4425;42;Santa Catarina;7304;4207304;Imbituba
4426;42;Santa Catarina;7403;4207403;Imbuia
4427;42;Santa Catarina;7502;4207502;Indaial
4428;42;Santa Catarina;7577;4207577;Iomerê
4429;42;Santa Catarina;7601;4207601;Ipira
4430;42;Santa Catarina;7650;4207650;Iporã do Oeste
4431;42;Santa Catarina;7684;4207684;Ipuaçu
4432;42;Santa Catarina;7700;4207700;Ipumirim
4433;42;Santa Catarina;7759;4207759;Iraceminha
4434;42;Santa Catarina;7809;4207809;Irani
4435;42;Santa Catarina;7858;4207858;Irati
4436;42;Santa Catarina;7908;4207908;Irineópolis
4437;42;Santa Catarina;8005;4208005;Itá
4438;42;Santa Catarina;8104;4208104;Itaiópolis
4439;42;Santa Catarina;8203;4208203;Itajaí
4440;42;Santa Catarina;8302;4208302;Itapema
4441;42;Santa Catarina;8401;4208401;Itapiranga
4442;42;Santa Catarina;8450;4208450;Itapoá
4443;42;Santa Catarina;8500;4208500;Ituporanga
4444;42;Santa Catarina;8609;4208609;Jaborá
4445;42;Santa Catarina;8708;4208708;Jacinto Machado
4446;42;Santa Catarina;8807;4208807;Jaguaruna
4447;42;Santa Catarina;8906;4208906;Jaraguá do Sul
4448;42;Santa Catarina;8955;4208955;Jardinópolis
4449;42;Santa Catarina;9003;4209003;Joaçaba
4450;42;Santa Catarina;9102;4209102;Joinville
4451;42;Santa Catarina;9151;4209151;José Boiteux
4452;42;Santa Catarina;9177;4209177;Jupiá
4453;42;Santa Catarina;9201;4209201;Lacerdópolis
4454;42;Santa Catarina;9300;4209300;Lages
4455;42;Santa Catarina;9409;4209409;Laguna
4456;42;Santa Catarina;9458;4209458;Lajeado Grande
4457;42;Santa Catarina;9508;4209508;Laurentino
4458;42;Santa Catarina;9607;4209607;Lauro Müller
4459;42;Santa Catarina;9706;4209706;Lebon Régis
4460;42;Santa Catarina;9805;4209805;Leoberto Leal
4461;42;Santa Catarina;9854;4209854;Lindóia do Sul
4462;42;Santa Catarina;9904;4209904;Lontras
4463;42;Santa Catarina;10001;4210001;Luiz Alves
4464;42;Santa Catarina;10035;4210035;Luzerna
4465;42;Santa Catarina;10050;4210050;Macieira
4466;42;Santa Catarina;10100;4210100;Mafra
4467;42;Santa Catarina;10209;4210209;Major Gercino
4468;42;Santa Catarina;10308;4210308;Major Vieira
4469;42;Santa Catarina;10407;4210407;Maracajá
4470;42;Santa Catarina;10506;4210506;Maravilha
4471;42;Santa Catarina;10555;4210555;Marema
4472;42;Santa Catarina;10605;4210605;Massaranduba
4473;42;Santa Catarina;10704;4210704;Matos Costa
4474;42;Santa Catarina;10803;4210803;Meleiro
4475;42;Santa Catarina;10852;4210852;Mirim Doce
4476;42;Santa Catarina;10902;4210902;Modelo
4477;42;Santa Catarina;11009;4211009;Mondaí
4478;42;Santa Catarina;11058;4211058;Monte Carlo
4479;42;Santa Catarina;11108;4211108;Monte Castelo
4480;42;Santa Catarina;11207;4211207;Morro da Fumaça
4481;42;Santa Catarina;11256;4211256;Morro Grande
4482;42;Santa Catarina;11306;4211306;Navegantes
4483;42;Santa Catarina;11405;4211405;Nova Erechim
4484;42;Santa Catarina;11454;4211454;Nova Itaberaba
4485;42;Santa Catarina;11504;4211504;Nova Trento
4486;42;Santa Catarina;11603;4211603;Nova Veneza
4487;42;Santa Catarina;11652;4211652;Novo Horizonte
4488;42;Santa Catarina;11702;4211702;Orleans
4489;42;Santa Catarina;11751;4211751;Otacílio Costa
4490;42;Santa Catarina;11801;4211801;Ouro
4491;42;Santa Catarina;11850;4211850;Ouro Verde
4492;42;Santa Catarina;11876;4211876;Paial
4493;42;Santa Catarina;11892;4211892;Painel
4494;42;Santa Catarina;11900;4211900;Palhoça
4495;42;Santa Catarina;12007;4212007;Palma Sola
4496;42;Santa Catarina;12056;4212056;Palmeira
4497;42;Santa Catarina;12106;4212106;Palmitos
4498;42;Santa Catarina;12205;4212205;Papanduva
4499;42;Santa Catarina;12239;4212239;Paraíso
4500;42;Santa Catarina;12254;4212254;Passo de Torres
4501;42;Santa Catarina;12270;4212270;Passos Maia
4502;42;Santa Catarina;12304;4212304;Paulo Lopes
4503;42;Santa Catarina;12403;4212403;Pedras Grandes
4504;42;Santa Catarina;12502;4212502;Penha
4505;42;Santa Catarina;12601;4212601;Peritiba
4506;42;Santa Catarina;12650;4212650;Pescaria Brava
4507;42;Santa Catarina;12700;4212700;Petrolândia
4508;42;Santa Catarina;12908;4212908;Pinhalzinho
4509;42;Santa Catarina;13005;4213005;Pinheiro Preto
4510;42;Santa Catarina;13104;4213104;Piratuba
4511;42;Santa Catarina;13153;4213153;Planalto Alegre
4512;42;Santa Catarina;13203;4213203;Pomerode
4513;42;Santa Catarina;13302;4213302;Ponte Alta
4514;42;Santa Catarina;13351;4213351;Ponte Alta do Norte
4515;42;Santa Catarina;13401;4213401;Ponte Serrada
4516;42;Santa Catarina;13500;4213500;Porto Belo
4517;42;Santa Catarina;13609;4213609;Porto União
4518;42;Santa Catarina;13708;4213708;Pouso Redondo
4519;42;Santa Catarina;13807;4213807;Praia Grande
4520;42;Santa Catarina;13906;4213906;Presidente Castello Branco
4521;42;Santa Catarina;14003;4214003;Presidente Getúlio
4522;42;Santa Catarina;14102;4214102;Presidente Nereu
4523;42;Santa Catarina;14151;4214151;Princesa
4524;42;Santa Catarina;14201;4214201;Quilombo
4525;42;Santa Catarina;14300;4214300;Rancho Queimado
4526;42;Santa Catarina;14409;4214409;Rio das Antas
4527;42;Santa Catarina;14508;4214508;Rio do Campo
4528;42;Santa Catarina;14607;4214607;Rio do Oeste
4529;42;Santa Catarina;14805;4214805;Rio do Sul
4530;42;Santa Catarina;14706;4214706;Rio dos Cedros
4531;42;Santa Catarina;14904;4214904;Rio Fortuna
4532;42;Santa Catarina;15000;4215000;Rio Negrinho
4533;42;Santa Catarina;15059;4215059;Rio Rufino
4534;42;Santa Catarina;15075;4215075;Riqueza
4535;42;Santa Catarina;15109;4215109;Rodeio
4536;42;Santa Catarina;15208;4215208;Romelândia
4537;42;Santa Catarina;15307;4215307;Salete
4538;42;Santa Catarina;15356;4215356;Saltinho
4539;42;Santa Catarina;15406;4215406;Salto Veloso
4540;42;Santa Catarina;15455;4215455;Sangão
4541;42;Santa Catarina;15505;4215505;Santa Cecília
4542;42;Santa Catarina;15554;4215554;Santa Helena
4543;42;Santa Catarina;15604;4215604;Santa Rosa de Lima
4544;42;Santa Catarina;15653;4215653;Santa Rosa do Sul
4545;42;Santa Catarina;15679;4215679;Santa Terezinha
4546;42;Santa Catarina;15687;4215687;Santa Terezinha do Progresso
4547;42;Santa Catarina;15695;4215695;Santiago do Sul
4548;42;Santa Catarina;15703;4215703;Santo Amaro da Imperatriz
4549;42;Santa Catarina;15802;4215802;São Bento do Sul
4550;42;Santa Catarina;15752;4215752;São Bernardino
4551;42;Santa Catarina;15901;4215901;São Bonifácio
4552;42;Santa Catarina;16008;4216008;São Carlos
4553;42;Santa Catarina;16057;4216057;São Cristóvão do Sul
4554;42;Santa Catarina;16107;4216107;São Domingos
4555;42;Santa Catarina;16206;4216206;São Francisco do Sul
4556;42;Santa Catarina;16305;4216305;São João Batista
4557;42;Santa Catarina;16354;4216354;São João do Itaperiú
4558;42;Santa Catarina;16255;4216255;São João do Oeste
4559;42;Santa Catarina;16404;4216404;São João do Sul
4560;42;Santa Catarina;16503;4216503;São Joaquim
4561;42;Santa Catarina;16602;4216602;São José
4562;42;Santa Catarina;16701;4216701;São José do Cedro
4563;42;Santa Catarina;16800;4216800;São José do Cerrito
4564;42;Santa Catarina;16909;4216909;São Lourenço do Oeste
4565;42;Santa Catarina;17006;4217006;São Ludgero
4566;42;Santa Catarina;17105;4217105;São Martinho
4567;42;Santa Catarina;17154;4217154;São Miguel da Boa Vista
4568;42;Santa Catarina;17204;4217204;São Miguel do Oeste
4569;42;Santa Catarina;17253;4217253;São Pedro de Alcântara
4570;42;Santa Catarina;17303;4217303;Saudades
4571;42;Santa Catarina;17402;4217402;Schroeder
4572;42;Santa Catarina;17501;4217501;Seara
4573;42;Santa Catarina;17550;4217550;Serra Alta
4574;42;Santa Catarina;17600;4217600;Siderópolis
4575;42;Santa Catarina;17709;4217709;Sombrio
4576;42;Santa Catarina;17758;4217758;Sul Brasil
4577;42;Santa Catarina;17808;4217808;Taió
4578;42;Santa Catarina;17907;4217907;Tangará
4579;42;Santa Catarina;17956;4217956;Tigrinhos
4580;42;Santa Catarina;18004;4218004;Tijucas
4581;42;Santa Catarina;18103;4218103;Timbé do Sul
4582;42;Santa Catarina;18202;4218202;Timbó
4583;42;Santa Catarina;18251;4218251;Timbó Grande
4584;42;Santa Catarina;18301;4218301;Três Barras
4585;42;Santa Catarina;18350;4218350;Treviso
4586;42;Santa Catarina;18400;4218400;Treze de Maio
4587;42;Santa Catarina;18509;4218509;Treze Tílias
4588;42;Santa Catarina;18608;4218608;Trombudo Central
4589;42;Santa Catarina;18707;4218707;Tubarão
4590;42;Santa Catarina;18756;4218756;Tunápolis
4591;42;Santa Catarina;18806;4218806;Turvo
4592;42;Santa Catarina;18855;4218855;União do Oeste
4593;42;Santa Catarina;18905;4218905;Urubici
4594;42;Santa Catarina;18954;4218954;Urupema
4595;42;Santa Catarina;19002;4219002;Urussanga
4596;42;Santa Catarina;19101;4219101;Vargeão
4597;42;Santa Catarina;19150;4219150;Vargem
4598;42;Santa Catarina;19176;4219176;Vargem Bonita
4599;42;Santa Catarina;19200;4219200;Vidal Ramos
4600;42;Santa Catarina;19309;4219309;Videira
4601;42;Santa Catarina;19358;4219358;Vitor Meireles
4602;42;Santa Catarina;19408;4219408;Witmarsum
4603;42;Santa Catarina;19507;4219507;Xanxerê
4604;42;Santa Catarina;19606;4219606;Xavantina
4605;42;Santa Catarina;19705;4219705;Xaxim
4606;42;Santa Catarina;19853;4219853;Zortéa
4607;43;Rio Grande do Sul;34;4300034;Aceguá
4608;43;Rio Grande do Sul;59;4300059;Água Santa
4609;43;Rio Grande do Sul;109;4300109;Agudo
4610;43;Rio Grande do Sul;208;4300208;Ajuricaba
4611;43;Rio Grande do Sul;307;4300307;Alecrim
4612;43;Rio Grande do Sul;406;4300406;Alegrete
4613;43;Rio Grande do Sul;455;4300455;Alegria
4614;43;Rio Grande do Sul;471;4300471;Almirante Tamandaré do Sul
4615;43;Rio Grande do Sul;505;4300505;Alpestre
4616;43;Rio Grande do Sul;554;4300554;Alto Alegre
4617;43;Rio Grande do Sul;570;4300570;Alto Feliz
4618;43;Rio Grande do Sul;604;4300604;Alvorada
4619;43;Rio Grande do Sul;638;4300638;Amaral Ferrador
4620;43;Rio Grande do Sul;646;4300646;Ametista do Sul
4621;43;Rio Grande do Sul;661;4300661;André da Rocha
4622;43;Rio Grande do Sul;703;4300703;Anta Gorda
4623;43;Rio Grande do Sul;802;4300802;Antônio Prado
4624;43;Rio Grande do Sul;851;4300851;Arambaré
4625;43;Rio Grande do Sul;877;4300877;Araricá
4626;43;Rio Grande do Sul;901;4300901;Aratiba
4627;43;Rio Grande do Sul;1008;4301008;Arroio do Meio
4628;43;Rio Grande do Sul;1073;4301073;Arroio do Padre
4629;43;Rio Grande do Sul;1057;4301057;Arroio do Sal
4630;43;Rio Grande do Sul;1206;4301206;Arroio do Tigre
4631;43;Rio Grande do Sul;1107;4301107;Arroio dos Ratos
4632;43;Rio Grande do Sul;1305;4301305;Arroio Grande
4633;43;Rio Grande do Sul;1404;4301404;Arvorezinha
4634;43;Rio Grande do Sul;1503;4301503;Augusto Pestana
4635;43;Rio Grande do Sul;1552;4301552;Áurea
4636;43;Rio Grande do Sul;1602;4301602;Bagé
4637;43;Rio Grande do Sul;1636;4301636;Balneário Pinhal
4638;43;Rio Grande do Sul;1651;4301651;Barão
4639;43;Rio Grande do Sul;1701;4301701;Barão de Cotegipe
4640;43;Rio Grande do Sul;1750;4301750;Barão do Triunfo
4641;43;Rio Grande do Sul;1859;4301859;Barra do Guarita
4642;43;Rio Grande do Sul;1875;4301875;Barra do Quaraí
4643;43;Rio Grande do Sul;1909;4301909;Barra do Ribeiro
4644;43;Rio Grande do Sul;1925;4301925;Barra do Rio Azul
4645;43;Rio Grande do Sul;1958;4301958;Barra Funda
4646;43;Rio Grande do Sul;1800;4301800;Barracão
4647;43;Rio Grande do Sul;2006;4302006;Barros Cassal
4648;43;Rio Grande do Sul;2055;4302055;Benjamin Constant do Sul
4649;43;Rio Grande do Sul;2105;4302105;Bento Gonçalves
4650;43;Rio Grande do Sul;2154;4302154;Boa Vista das Missões
4651;43;Rio Grande do Sul;2204;4302204;Boa Vista do Buricá
4652;43;Rio Grande do Sul;2220;4302220;Boa Vista do Cadeado
4653;43;Rio Grande do Sul;2238;4302238;Boa Vista do Incra
4654;43;Rio Grande do Sul;2253;4302253;Boa Vista do Sul
4655;43;Rio Grande do Sul;2303;4302303;Bom Jesus
4656;43;Rio Grande do Sul;2352;4302352;Bom Princípio
4657;43;Rio Grande do Sul;2378;4302378;Bom Progresso
4658;43;Rio Grande do Sul;2402;4302402;Bom Retiro do Sul
4659;43;Rio Grande do Sul;2451;4302451;Boqueirão do Leão
4660;43;Rio Grande do Sul;2501;4302501;Bossoroca
4661;43;Rio Grande do Sul;2584;4302584;Bozano
4662;43;Rio Grande do Sul;2600;4302600;Braga
4663;43;Rio Grande do Sul;2659;4302659;Brochier
4664;43;Rio Grande do Sul;2709;4302709;Butiá
4665;43;Rio Grande do Sul;2808;4302808;Caçapava do Sul
4666;43;Rio Grande do Sul;2907;4302907;Cacequi
4667;43;Rio Grande do Sul;3004;4303004;Cachoeira do Sul
4668;43;Rio Grande do Sul;3103;4303103;Cachoeirinha
4669;43;Rio Grande do Sul;3202;4303202;Cacique Doble
4670;43;Rio Grande do Sul;3301;4303301;Caibaté
4671;43;Rio Grande do Sul;3400;4303400;Caiçara
4672;43;Rio Grande do Sul;3509;4303509;Camaquã
4673;43;Rio Grande do Sul;3558;4303558;Camargo
4674;43;Rio Grande do Sul;3608;4303608;Cambará do Sul
4675;43;Rio Grande do Sul;3673;4303673;Campestre da Serra
4676;43;Rio Grande do Sul;3707;4303707;Campina das Missões
4677;43;Rio Grande do Sul;3806;4303806;Campinas do Sul
4678;43;Rio Grande do Sul;3905;4303905;Campo Bom
4679;43;Rio Grande do Sul;4002;4304002;Campo Novo
4680;43;Rio Grande do Sul;4101;4304101;Campos Borges
4681;43;Rio Grande do Sul;4200;4304200;Candelária
4682;43;Rio Grande do Sul;4309;4304309;Cândido Godói
4683;43;Rio Grande do Sul;4358;4304358;Candiota
4684;43;Rio Grande do Sul;4408;4304408;Canela
4685;43;Rio Grande do Sul;4507;4304507;Canguçu
4686;43;Rio Grande do Sul;4606;4304606;Canoas
4687;43;Rio Grande do Sul;4614;4304614;Canudos do Vale
4688;43;Rio Grande do Sul;4622;4304622;Capão Bonito do Sul
4689;43;Rio Grande do Sul;4630;4304630;Capão da Canoa
4690;43;Rio Grande do Sul;4655;4304655;Capão do Cipó
4691;43;Rio Grande do Sul;4663;4304663;Capão do Leão
4692;43;Rio Grande do Sul;4689;4304689;Capela de Santana
4693;43;Rio Grande do Sul;4697;4304697;Capitão
4694;43;Rio Grande do Sul;4671;4304671;Capivari do Sul
4695;43;Rio Grande do Sul;4713;4304713;Caraá
4696;43;Rio Grande do Sul;4705;4304705;Carazinho
4697;43;Rio Grande do Sul;4804;4304804;Carlos Barbosa
4698;43;Rio Grande do Sul;4853;4304853;Carlos Gomes
4699;43;Rio Grande do Sul;4903;4304903;Casca
4700;43;Rio Grande do Sul;4952;4304952;Caseiros
4701;43;Rio Grande do Sul;5009;4305009;Catuípe
4702;43;Rio Grande do Sul;5108;4305108;Caxias do Sul
4703;43;Rio Grande do Sul;5116;4305116;Centenário
4704;43;Rio Grande do Sul;5124;4305124;Cerrito
4705;43;Rio Grande do Sul;5132;4305132;Cerro Branco
4706;43;Rio Grande do Sul;5157;4305157;Cerro Grande
4707;43;Rio Grande do Sul;5173;4305173;Cerro Grande do Sul
4708;43;Rio Grande do Sul;5207;4305207;Cerro Largo
4709;43;Rio Grande do Sul;5306;4305306;Chapada
4710;43;Rio Grande do Sul;5355;4305355;Charqueadas
4711;43;Rio Grande do Sul;5371;4305371;Charrua
4712;43;Rio Grande do Sul;5405;4305405;Chiapetta
4713;43;Rio Grande do Sul;5439;4305439;Chuí
4714;43;Rio Grande do Sul;5447;4305447;Chuvisca
4715;43;Rio Grande do Sul;5454;4305454;Cidreira
4716;43;Rio Grande do Sul;5504;4305504;Ciríaco
4717;43;Rio Grande do Sul;5587;4305587;Colinas
4718;43;Rio Grande do Sul;5603;4305603;Colorado
4719;43;Rio Grande do Sul;5702;4305702;Condor
4720;43;Rio Grande do Sul;5801;4305801;Constantina
4721;43;Rio Grande do Sul;5835;4305835;Coqueiro Baixo
4722;43;Rio Grande do Sul;5850;4305850;Coqueiros do Sul
4723;43;Rio Grande do Sul;5871;4305871;Coronel Barros
4724;43;Rio Grande do Sul;5900;4305900;Coronel Bicaco
4725;43;Rio Grande do Sul;5934;4305934;Coronel Pilar
4726;43;Rio Grande do Sul;5959;4305959;Cotiporã
4727;43;Rio Grande do Sul;5975;4305975;Coxilha
4728;43;Rio Grande do Sul;6007;4306007;Crissiumal
4729;43;Rio Grande do Sul;6056;4306056;Cristal
4730;43;Rio Grande do Sul;6072;4306072;Cristal do Sul
4731;43;Rio Grande do Sul;6106;4306106;Cruz Alta
4732;43;Rio Grande do Sul;6130;4306130;Cruzaltense
4733;43;Rio Grande do Sul;6205;4306205;Cruzeiro do Sul
4734;43;Rio Grande do Sul;6304;4306304;David Canabarro
4735;43;Rio Grande do Sul;6320;4306320;Derrubadas
4736;43;Rio Grande do Sul;6353;4306353;Dezesseis de Novembro
4737;43;Rio Grande do Sul;6379;4306379;Dilermando de Aguiar
4738;43;Rio Grande do Sul;6403;4306403;Dois Irmãos
4739;43;Rio Grande do Sul;6429;4306429;Dois Irmãos das Missões
4740;43;Rio Grande do Sul;6452;4306452;Dois Lajeados
4741;43;Rio Grande do Sul;6502;4306502;Dom Feliciano
4742;43;Rio Grande do Sul;6601;4306601;Dom Pedrito
4743;43;Rio Grande do Sul;6551;4306551;Dom Pedro de Alcântara
4744;43;Rio Grande do Sul;6700;4306700;Dona Francisca
4745;43;Rio Grande do Sul;6734;4306734;Doutor Maurício Cardoso
4746;43;Rio Grande do Sul;6759;4306759;Doutor Ricardo
4747;43;Rio Grande do Sul;6767;4306767;Eldorado do Sul
4748;43;Rio Grande do Sul;6809;4306809;Encantado
4749;43;Rio Grande do Sul;6908;4306908;Encruzilhada do Sul
4750;43;Rio Grande do Sul;6924;4306924;Engenho Velho
4751;43;Rio Grande do Sul;6957;4306957;Entre Rios do Sul
4752;43;Rio Grande do Sul;6932;4306932;Entre-Ijuís
4753;43;Rio Grande do Sul;6973;4306973;Erebango
4754;43;Rio Grande do Sul;7005;4307005;Erechim
4755;43;Rio Grande do Sul;7054;4307054;Ernestina
4756;43;Rio Grande do Sul;7203;4307203;Erval Grande
4757;43;Rio Grande do Sul;7302;4307302;Erval Seco
4758;43;Rio Grande do Sul;7401;4307401;Esmeralda
4759;43;Rio Grande do Sul;7450;4307450;Esperança do Sul
4760;43;Rio Grande do Sul;7500;4307500;Espumoso
4761;43;Rio Grande do Sul;7559;4307559;Estação
4762;43;Rio Grande do Sul;7609;4307609;Estância Velha
4763;43;Rio Grande do Sul;7708;4307708;Esteio
4764;43;Rio Grande do Sul;7807;4307807;Estrela
